"ID","temp","var","season","year"
"NsS",6.28131435856995,"BT","Fall","2013"
"Lab",0.841313096817777,"BT","Fall","2013"
"Bla",2.61797653324205,"BT","Fall","2013"
"NDF",2.1409304808695,"BT","Fall","2013"
"NDS",2.1409304808695,"BT","Fall","2013"
"Tri",7.58345919373523,"BT","Fall","2013"
"Mir",6.8790058736196,"BT","Fall","2013"
"NsF",7.12823397061508,"BT","Fall","2013"
"BDO",5.11624184220362,"BT","Fall","2013"
"ScB",8.99466500789315,"BT","Fall","2013"
"Mus",8.52393450241754,"BT","Fall","2013"
"GeB",5.17215215788431,"BT","Fall","2013"
"M514",7.71032113898134,"BT","Fall","2013"
"7iA",2.17639399994997,"BT","Winter","2013"
"Ste",1.15808462554984,"BT","Winter","2013"
"InB",-1.65851695437267,"BT","Winter","2013"
"NsS",-1.55308764366731,"BT","Winter","2013"
"Lab",-1.52342900369672,"BT","Winter","2013"
"Bla",-1.62499969190442,"BT","Winter","2013"
"NDF",-1.00479367860783,"BT","Winter","2013"
"NDS",-1.00479367860783,"BT","Winter","2013"
"Tri",0.30205967034229,"BT","Winter","2013"
"Mir",-1.37086394219308,"BT","Winter","2013"
"NsF",-1.44914703503216,"BT","Winter","2013"
"BDO",0.491579559234962,"BT","Winter","2013"
"ScB",3.03126963199079,"BT","Winter","2013"
"Mus",1.6509102761358,"BT","Winter","2013"
"GeB",4.71056576886976,"BT","Winter","2013"
"M514",4.30972476597174,"BT","Winter","2013"
"7iA",2.90209139049637,"BT","Spring","2014"
"Ste",1.87533777950754,"BT","Spring","2014"
"InB",6.21300490343312,"BT","Spring","2014"
"NsS",6.53337635574612,"BT","Spring","2014"
"Lab",-1.21895604797034,"BT","Spring","2014"
"Bla",-0.167803151108745,"BT","Spring","2014"
"NDF",-0.67801354421015,"BT","Spring","2014"
"NDS",-0.67801354421015,"BT","Spring","2014"
"Tri",1.03926405118657,"BT","Spring","2014"
"Mir",1.50432936673138,"BT","Spring","2014"
"NsF",5.87432044498236,"BT","Spring","2014"
"BDO",0.615833813136237,"BT","Spring","2014"
"ScB",4.63356200544873,"BT","Spring","2014"
"Mus",3.53188239976953,"BT","Spring","2014"
"GeB",3.0842915972825,"BT","Spring","2014"
"M514",3.98824702753228,"BT","Spring","2014"
"7iA",3.71922722863383,"BT","Summer","2014"
"Ste",4.8661842376664,"BT","Summer","2014"
"InB",17.6742914308279,"BT","Summer","2014"
"NsS",19.2679373183123,"BT","Summer","2014"
"Lab",0.652234131421051,"BT","Summer","2014"
"Bla",6.15498755071117,"BT","Summer","2014"
"NDF",1.94819194077282,"BT","Summer","2014"
"NDS",1.94819194077282,"BT","Summer","2014"
"Tri",7.39618514856601,"BT","Summer","2014"
"Mir",8.9150976925514,"BT","Summer","2014"
"NsF",18.1762717094094,"BT","Summer","2014"
"BDO",4.58945591915772,"BT","Summer","2014"
"ScB",7.9491364928505,"BT","Summer","2014"
"Mus",9.23336256492966,"BT","Summer","2014"
"GeB",5.71284015232753,"BT","Summer","2014"
"M514",6.37562847876784,"BT","Summer","2014"
"7iA",3.72490633600199,"BT","Fall","2014"
"Ste",5.11762527930935,"BT","Fall","2014"
"InB",4.19105815520086,"BT","Fall","2014"
"NsS",6.28949109689452,"BT","Fall","2014"
"Lab",1.24453656805872,"BT","Fall","2014"
"Bla",2.52326106626878,"BT","Fall","2014"
"NDF",2.62375850139527,"BT","Fall","2014"
"NDS",2.62375850139527,"BT","Fall","2014"
"Tri",8.24435695195539,"BT","Fall","2014"
"Mir",6.08563841392395,"BT","Fall","2014"
"NsF",7.66333998742371,"BT","Fall","2014"
"BDO",4.92963576279887,"BT","Fall","2014"
"ScB",9.97735630139256,"BT","Fall","2014"
"Mus",8.91475437482301,"BT","Fall","2014"
"GeB",7.50404147198031,"BT","Fall","2014"
"M514",9.38177794632196,"BT","Fall","2014"
"7iA",3.1640151130438,"BT","Winter","2014"
"Ste",1.04405314484256,"BT","Winter","2014"
"InB",-1.70251312179876,"BT","Winter","2014"
"NsS",-1.61190041235899,"BT","Winter","2014"
"Lab",-1.64429542700157,"BT","Winter","2014"
"Bla",-1.72269857209976,"BT","Winter","2014"
"NDF",-1.27714154481421,"BT","Winter","2014"
"NDS",-1.27714154481421,"BT","Winter","2014"
"Tri",-0.860174470649959,"BT","Winter","2014"
"Mir",-1.60672856413636,"BT","Winter","2014"
"NsF",-1.51655651787792,"BT","Winter","2014"
"BDO",-0.568026382893541,"BT","Winter","2014"
"ScB",2.20193398448427,"BT","Winter","2014"
"Mus",0.680507786196035,"BT","Winter","2014"
"GeB",4.42506792163232,"BT","Winter","2014"
"M514",2.55500720528435,"BT","Winter","2014"
"7iA",2.68425477823416,"BT","Spring","2015"
"Ste",1.12757117565819,"BT","Spring","2015"
"InB",6.36717554479625,"BT","Spring","2015"
"NsS",7.30107155550336,"BT","Spring","2015"
"Lab",-1.02720771542475,"BT","Spring","2015"
"Bla",-0.0875804443082658,"BT","Spring","2015"
"NDF",-0.488082017261807,"BT","Spring","2015"
"NDS",-0.488082017261807,"BT","Spring","2015"
"Tri",1.54368578732032,"BT","Spring","2015"
"Mir",2.16904639933283,"BT","Spring","2015"
"NsF",5.94951050361286,"BT","Spring","2015"
"BDO",0.285662031495525,"BT","Spring","2015"
"ScB",2.86950512093221,"BT","Spring","2015"
"Mus",2.43757577887497,"BT","Spring","2015"
"GeB",3.69410964201975,"BT","Spring","2015"
"M514",3.2317447715749,"BT","Spring","2015"
"7iA",3.17016738213066,"BT","Summer","2015"
"Ste",3.6762302502171,"BT","Summer","2015"
"InB",17.4423162484963,"BT","Summer","2015"
"NsS",19.8231955479698,"BT","Summer","2015"
"Lab",0.261675427286188,"BT","Summer","2015"
"Bla",4.46195834257424,"BT","Summer","2015"
"NDF",1.9867383191902,"BT","Summer","2015"
"NDS",1.9867383191902,"BT","Summer","2015"
"Tri",6.92261031635585,"BT","Summer","2015"
"Mir",9.82073180135897,"BT","Summer","2015"
"NsF",18.6646081705652,"BT","Summer","2015"
"BDO",3.5893141226519,"BT","Summer","2015"
"ScB",6.59022741539212,"BT","Summer","2015"
"Mus",9.30933695770351,"BT","Summer","2015"
"GeB",5.52929296263001,"BT","Summer","2015"
"M514",6.31242463435538,"BT","Summer","2015"
"7iA",3.44606053981452,"BT","Fall","2015"
"Ste",4.19303480807335,"BT","Fall","2015"
"InB",4.55770323636853,"BT","Fall","2015"
"NsS",6.59149920469208,"BT","Fall","2015"
"Lab",0.94820521216368,"BT","Fall","2015"
"Bla",1.82084948224614,"BT","Fall","2015"
"NDF",2.26542776868631,"BT","Fall","2015"
"NDS",2.26542776868631,"BT","Fall","2015"
"Tri",6.87447838577447,"BT","Fall","2015"
"Mir",6.6263172906885,"BT","Fall","2015"
"NsF",7.81555567120413,"BT","Fall","2015"
"BDO",5.99488977751641,"BT","Fall","2015"
"ScB",10.0619451269969,"BT","Fall","2015"
"Mus",9.77297816154778,"BT","Fall","2015"
"GeB",7.00925793580208,"BT","Fall","2015"
"M514",9.80842059003771,"BT","Fall","2015"
"7iA",2.94893334887741,"BT","Winter","2015"
"Ste",0.392969624352126,"BT","Winter","2015"
"InB",-1.7033406118396,"BT","Winter","2015"
"NsS",-1.62090738185955,"BT","Winter","2015"
"Lab",-1.65110817429219,"BT","Winter","2015"
"Bla",-1.72323937187247,"BT","Winter","2015"
"NDF",-1.2552789382786,"BT","Winter","2015"
"NDS",-1.2552789382786,"BT","Winter","2015"
"Tri",-0.0589598398908532,"BT","Winter","2015"
"Mir",-1.51615675459868,"BT","Winter","2015"
"NsF",-1.48453306815366,"BT","Winter","2015"
"BDO",-0.34631056998131,"BT","Winter","2015"
"ScB",1.8732298758949,"BT","Winter","2015"
"Mus",0.46578546151761,"BT","Winter","2015"
"GeB",4.5340904138258,"BT","Winter","2015"
"M514",2.20834363052214,"BT","Winter","2015"
"7iA",3.05827929727879,"BT","Spring","2016"
"Ste",0.0881070933850917,"BT","Spring","2016"
"InB",6.94165335955516,"BT","Spring","2016"
"NsS",7.88418412359846,"BT","Spring","2016"
"Lab",-1.10201378692187,"BT","Spring","2016"
"Bla",-0.0492986234148576,"BT","Spring","2016"
"NDF",-0.481730100483643,"BT","Spring","2016"
"NDS",-0.481730100483643,"BT","Spring","2016"
"Tri",1.37688881366988,"BT","Spring","2016"
"Mir",2.19167709893083,"BT","Spring","2016"
"NsF",6.92861943789982,"BT","Spring","2016"
"BDO",0.659512022525806,"BT","Spring","2016"
"ScB",5.26167211013262,"BT","Spring","2016"
"Mus",3.1863685939625,"BT","Spring","2016"
"GeB",4.54138538282597,"BT","Spring","2016"
"M514",5.75623126775391,"BT","Spring","2016"
"7iA",3.21345688630834,"BT","Summer","2016"
"Ste",2.98872580108112,"BT","Summer","2016"
"InB",16.8995244722755,"BT","Summer","2016"
"NsS",19.0454709642201,"BT","Summer","2016"
"Lab",0.832117170504752,"BT","Summer","2016"
"Bla",4.7680675144424,"BT","Summer","2016"
"NDF",2.03735262381978,"BT","Summer","2016"
"NDS",2.03735262381978,"BT","Summer","2016"
"Tri",7.4365348047613,"BT","Summer","2016"
"Mir",10.5776461751894,"BT","Summer","2016"
"NsF",18.5406197371881,"BT","Summer","2016"
"BDO",3.09734611891109,"BT","Summer","2016"
"ScB",8.49767525411751,"BT","Summer","2016"
"Mus",9.89696150583256,"BT","Summer","2016"
"GeB",5.46969670043012,"BT","Summer","2016"
"M514",7.60194272322783,"BT","Summer","2016"
"7iA",3.98012415904264,"BT","Fall","2016"
"Ste",3.36417789151864,"BT","Fall","2016"
"InB",5.33378688906317,"BT","Fall","2016"
"NsS",7.14920885577806,"BT","Fall","2016"
"Lab",1.56002848354232,"BT","Fall","2016"
"Bla",2.23959036401754,"BT","Fall","2016"
"NDF",3.0694616175834,"BT","Fall","2016"
"NDS",3.0694616175834,"BT","Fall","2016"
"Tri",7.89584922834109,"BT","Fall","2016"
"Mir",7.50684049198707,"BT","Fall","2016"
"NsF",8.17813384319006,"BT","Fall","2016"
"BDO",4.72321539193464,"BT","Fall","2016"
"ScB",10.2418441471661,"BT","Fall","2016"
"Mus",9.52182409613337,"BT","Fall","2016"
"GeB",7.11230680111664,"BT","Fall","2016"
"M514",10.7183764079782,"BT","Fall","2016"
"7iA",3.36499926638687,"BT","Winter","2016"
"Ste",-0.182836251557791,"BT","Winter","2016"
"InB",-1.65735486869606,"BT","Winter","2016"
"NsS",-1.4540425991537,"BT","Winter","2016"
"Lab",-1.66488210157846,"BT","Winter","2016"
"Bla",-1.70301358567523,"BT","Winter","2016"
"NDF",-1.50040189217751,"BT","Winter","2016"
"NDS",-1.50040189217751,"BT","Winter","2016"
"Tri",-0.38221774421134,"BT","Winter","2016"
"Mir",-1.30084562680192,"BT","Winter","2016"
"NsF",-1.12200184296947,"BT","Winter","2016"
"BDO",0.618905368541971,"BT","Winter","2016"
"ScB",4.03255173483136,"BT","Winter","2016"
"Mus",2.14375932514639,"BT","Winter","2016"
"GeB",4.95256173745423,"BT","Winter","2016"
"M514",4.59933400392128,"BT","Winter","2016"
"7iA",2.51360954376394,"BT","Spring","2017"
"Ste",1.27734482364379,"BT","Spring","2017"
"InB",6.23472692369316,"BT","Spring","2017"
"NsS",7.32669507626448,"BT","Spring","2017"
"Lab",-1.10365095012595,"BT","Spring","2017"
"Bla",-0.263916155840401,"BT","Spring","2017"
"NDF",-0.824864094976947,"BT","Spring","2017"
"NDS",-0.824864094976947,"BT","Spring","2017"
"Tri",0.611340587973439,"BT","Spring","2017"
"Mir",2.29678129855835,"BT","Spring","2017"
"NsF",6.48890388968893,"BT","Spring","2017"
"BDO",0.90049044295246,"BT","Spring","2017"
"ScB",4.79011135663691,"BT","Spring","2017"
"Mus",3.81306126636893,"BT","Spring","2017"
"GeB",2.41385536610917,"BT","Spring","2017"
"M514",3.90723939226884,"BT","Spring","2017"
"7iA",2.9456729028374,"BT","Summer","2017"
"Ste",3.36314692446768,"BT","Summer","2017"
"InB",17.2036004040238,"BT","Summer","2017"
"NsS",19.7637328861655,"BT","Summer","2017"
"Lab",0.827927879032568,"BT","Summer","2017"
"Bla",5.47669737435598,"BT","Summer","2017"
"NDF",2.22810554170974,"BT","Summer","2017"
"NDS",2.22810554170974,"BT","Summer","2017"
"Tri",6.50627516370286,"BT","Summer","2017"
"Mir",9.35871140789064,"BT","Summer","2017"
"NsF",18.9429841746964,"BT","Summer","2017"
"BDO",2.58753092316805,"BT","Summer","2017"
"ScB",7.39579229716376,"BT","Summer","2017"
"Mus",10.6599840839768,"BT","Summer","2017"
"GeB",4.43495905538025,"BT","Summer","2017"
"M514",6.81561712932814,"BT","Summer","2017"
"7iA",3.25708769277955,"BT","Fall","2017"
"Ste",4.52050555983656,"BT","Fall","2017"
"InB",4.91929010903644,"BT","Fall","2017"
"NsS",7.02337303903863,"BT","Fall","2017"
"Lab",1.61858177099849,"BT","Fall","2017"
"Bla",3.68337007087193,"BT","Fall","2017"
"NDF",2.87459284403446,"BT","Fall","2017"
"NDS",2.87459284403446,"BT","Fall","2017"
"Tri",7.42427316297048,"BT","Fall","2017"
"Mir",6.92560827905191,"BT","Fall","2017"
"NsF",8.19101409383524,"BT","Fall","2017"
"BDO",5.08022162395145,"BT","Fall","2017"
"ScB",10.5461042430166,"BT","Fall","2017"
"Mus",9.38894712537889,"BT","Fall","2017"
"GeB",5.50020234033246,"BT","Fall","2017"
"M514",8.46658141514886,"BT","Fall","2017"
"7iA",2.95214030543508,"BT","Winter","2017"
"Ste",0.551631793622717,"BT","Winter","2017"
"InB",-1.65466247157417,"BT","Winter","2017"
"NsS",-1.52759332804009,"BT","Winter","2017"
"Lab",-1.62917037192125,"BT","Winter","2017"
"Bla",-1.71454604938833,"BT","Winter","2017"
"NDF",-1.25442069300073,"BT","Winter","2017"
"NDS",-1.25442069300073,"BT","Winter","2017"
"Tri",0.068514360821102,"BT","Winter","2017"
"Mir",-1.3674253366101,"BT","Winter","2017"
"NsF",-1.38053428145756,"BT","Winter","2017"
"BDO",0.142560926525103,"BT","Winter","2017"
"ScB",3.13738821180275,"BT","Winter","2017"
"Mus",1.08581601688466,"BT","Winter","2017"
"GeB",3.8431392064248,"BT","Winter","2017"
"M514",4.26640095854921,"BT","Winter","2017"
"7iA",3.21134511047505,"SST","Spring","2008"
"Ste",1.17439651700421,"SST","Spring","2008"
"InB",6.13779632694454,"SST","Spring","2008"
"NsS",6.00804161276811,"SST","Spring","2008"
"Lab",-0.255728491158509,"SST","Spring","2008"
"Bla",-0.0777393354903212,"SST","Spring","2008"
"NDF",1.13563144589572,"SST","Spring","2008"
"NDS",1.13563144589572,"SST","Spring","2008"
"Tri",1.39243078594657,"SST","Spring","2008"
"Mir",4.08057264432786,"SST","Spring","2008"
"NsF",4.04237877514423,"SST","Spring","2008"
"BDO",1.87377197025749,"SST","Spring","2008"
"ScB",5.51978113590753,"SST","Spring","2008"
"Mus",3.0782605454895,"SST","Spring","2008"
"GeB",4.96138975181212,"SST","Spring","2008"
"M514",6.85691667436844,"SST","Spring","2008"
"7iA",10.8042306377741,"SST","Summer","2008"
"Ste",11.6325515519703,"SST","Summer","2008"
"InB",15.1464825060348,"SST","Summer","2008"
"NsS",16.5802569523484,"SST","Summer","2008"
"Lab",7.12787063131966,"SST","Summer","2008"
"Bla",8.48101021421005,"SST","Summer","2008"
"NDF",8.95719765593499,"SST","Summer","2008"
"NDS",8.95719765593499,"SST","Summer","2008"
"Tri",10.1881713456461,"SST","Summer","2008"
"Mir",13.1223645031776,"SST","Summer","2008"
"NsF",15.9225703320067,"SST","Summer","2008"
"BDO",12.5269267771365,"SST","Summer","2008"
"ScB",14.1633459988686,"SST","Summer","2008"
"Mus",10.964778973515,"SST","Summer","2008"
"GeB",13.2748218895542,"SST","Summer","2008"
"M514",15.1385515257048,"SST","Summer","2008"
"7iA",3.86851442590043,"SST","Fall","2008"
"Ste",5.67439450480375,"SST","Fall","2008"
"InB",3.27320746804062,"SST","Fall","2008"
"NsS",4.62635697351846,"SST","Fall","2008"
"Lab",0.971346212366784,"SST","Fall","2008"
"Bla",2.39131469519716,"SST","Fall","2008"
"NDF",3.49157655500499,"SST","Fall","2008"
"NDS",3.49157655500499,"SST","Fall","2008"
"Tri",7.01789566275218,"SST","Fall","2008"
"Mir",4.9403002072687,"SST","Fall","2008"
"NsF",5.70368424366944,"SST","Fall","2008"
"BDO",7.03384859926477,"SST","Fall","2008"
"ScB",7.65210112235155,"SST","Fall","2008"
"Mus",7.47216083667722,"SST","Fall","2008"
"GeB",8.01784486313903,"SST","Fall","2008"
"M514",8.4722581534525,"SST","Fall","2008"
"7iA",-1.0093358389635,"SST","Winter","2008"
"Ste",-1.22379802263004,"SST","Winter","2008"
"InB",-1.69419858606733,"SST","Winter","2008"
"NsS",-1.55058366449444,"SST","Winter","2008"
"Lab",-1.69322437486419,"SST","Winter","2008"
"Bla",-1.70947448704569,"SST","Winter","2008"
"NDF",-1.55918967064321,"SST","Winter","2008"
"NDS",-1.55918967064321,"SST","Winter","2008"
"Tri",-0.796205532977793,"SST","Winter","2008"
"Mir",-1.55796248424724,"SST","Winter","2008"
"NsF",-1.44953866123511,"SST","Winter","2008"
"BDO",-1.01790826475233,"SST","Winter","2008"
"ScB",0.139814352677067,"SST","Winter","2008"
"Mus",0.707961176249133,"SST","Winter","2008"
"GeB",2.17468502492739,"SST","Winter","2008"
"M514",2.1571358439241,"SST","Winter","2008"
"7iA",2.88046023828302,"SST","Spring","2009"
"Ste",2.17192520481965,"SST","Spring","2009"
"InB",5.17445026810121,"SST","Spring","2009"
"NsS",6.50687729105757,"SST","Spring","2009"
"Lab",0.0149037977532465,"SST","Spring","2009"
"Bla",0.849785694270147,"SST","Spring","2009"
"NDF",0.985463839496427,"SST","Spring","2009"
"NDS",0.985463839496427,"SST","Spring","2009"
"Tri",2.28020674555027,"SST","Spring","2009"
"Mir",3.32603613008475,"SST","Spring","2009"
"NsF",6.07349954442707,"SST","Spring","2009"
"BDO",2.45159216545482,"SST","Spring","2009"
"ScB",6.57401446286567,"SST","Spring","2009"
"Mus",4.23480757722737,"SST","Spring","2009"
"GeB",5.87840262824196,"SST","Spring","2009"
"M514",7.20814417239063,"SST","Spring","2009"
"7iA",10.2546819705665,"SST","Summer","2009"
"Ste",11.1784749678323,"SST","Summer","2009"
"InB",14.7304487834016,"SST","Summer","2009"
"NsS",16.3288156704938,"SST","Summer","2009"
"Lab",5.78667107806683,"SST","Summer","2009"
"Bla",7.72970682009959,"SST","Summer","2009"
"NDF",8.27633153533451,"SST","Summer","2009"
"NDS",8.27633153533451,"SST","Summer","2009"
"Tri",10.3193948815701,"SST","Summer","2009"
"Mir",12.9438362040819,"SST","Summer","2009"
"NsF",16.1075899852834,"SST","Summer","2009"
"BDO",12.5562673840026,"SST","Summer","2009"
"ScB",14.7890306526792,"SST","Summer","2009"
"Mus",10.5996795701961,"SST","Summer","2009"
"GeB",14.1529235558575,"SST","Summer","2009"
"M514",15.5100181928804,"SST","Summer","2009"
"7iA",3.31347607877272,"SST","Fall","2009"
"Ste",2.61899881190681,"SST","Fall","2009"
"InB",2.83880030496217,"SST","Fall","2009"
"NsS",4.36858677173526,"SST","Fall","2009"
"Lab",0.322623545426045,"SST","Fall","2009"
"Bla",0.822161604722474,"SST","Fall","2009"
"NDF",2.43762244929635,"SST","Fall","2009"
"NDS",2.43762244929635,"SST","Fall","2009"
"Tri",5.06922687631594,"SST","Fall","2009"
"Mir",4.71566809463197,"SST","Fall","2009"
"NsF",5.1197125668009,"SST","Fall","2009"
"BDO",6.47919251691144,"SST","Fall","2009"
"ScB",7.29280275332384,"SST","Fall","2009"
"Mus",7.22942958568729,"SST","Fall","2009"
"GeB",8.26162516162752,"SST","Fall","2009"
"M514",8.89613456873044,"SST","Fall","2009"
"7iA",-1.02085100686388,"SST","Winter","2009"
"Ste",-1.22047874913162,"SST","Winter","2009"
"InB",-1.73156074436492,"SST","Winter","2009"
"NsS",-1.65625131529037,"SST","Winter","2009"
"Lab",-1.71776401316637,"SST","Winter","2009"
"Bla",-1.75436586936535,"SST","Winter","2009"
"NDF",-1.57566217165247,"SST","Winter","2009"
"NDS",-1.57566217165247,"SST","Winter","2009"
"Tri",-0.914579089840583,"SST","Winter","2009"
"Mir",-1.59957035602319,"SST","Winter","2009"
"NsF",-1.62132001269189,"SST","Winter","2009"
"BDO",-1.15072062586253,"SST","Winter","2009"
"ScB",-0.645704689574521,"SST","Winter","2009"
"Mus",0.353193088564014,"SST","Winter","2009"
"GeB",2.05168389255812,"SST","Winter","2009"
"M514",1.21710831758738,"SST","Winter","2009"
"7iA",3.95697509769262,"SST","Spring","2010"
"Ste",2.05733183261833,"SST","Spring","2010"
"InB",7.02944676050951,"SST","Spring","2010"
"NsS",6.54623527295994,"SST","Spring","2010"
"Lab",0.164679990231157,"SST","Spring","2010"
"Bla",0.425694197596218,"SST","Spring","2010"
"NDF",1.42411026228171,"SST","Spring","2010"
"NDS",1.42411026228171,"SST","Spring","2010"
"Tri",2.27244366276771,"SST","Spring","2010"
"Mir",4.53041695125465,"SST","Spring","2010"
"NsF",5.90148471931957,"SST","Spring","2010"
"BDO",3.16262100602537,"SST","Spring","2010"
"ScB",7.28419313236105,"SST","Spring","2010"
"Mus",4.29625307205767,"SST","Spring","2010"
"GeB",6.09818549669321,"SST","Spring","2010"
"M514",7.68965977793113,"SST","Spring","2010"
"7iA",11.2142218506166,"SST","Summer","2010"
"Ste",11.4196273799866,"SST","Summer","2010"
"InB",15.4216462034022,"SST","Summer","2010"
"NsS",17.3360686360976,"SST","Summer","2010"
"Lab",5.51652772896755,"SST","Summer","2010"
"Bla",7.90783025324574,"SST","Summer","2010"
"NDF",8.01625780018595,"SST","Summer","2010"
"NDS",8.01625780018595,"SST","Summer","2010"
"Tri",10.0801778242783,"SST","Summer","2010"
"Mir",14.3989069238227,"SST","Summer","2010"
"NsF",16.8731259041072,"SST","Summer","2010"
"BDO",13.1823960398118,"SST","Summer","2010"
"ScB",15.1440762821725,"SST","Summer","2010"
"Mus",10.8585105470786,"SST","Summer","2010"
"GeB",14.0688535029768,"SST","Summer","2010"
"M514",15.7473001241621,"SST","Summer","2010"
"7iA",3.39686716125021,"SST","Fall","2010"
"Ste",5.31455792836524,"SST","Fall","2010"
"InB",3.69797332567265,"SST","Fall","2010"
"NsS",5.36265100223284,"SST","Fall","2010"
"Lab",1.76324081198977,"SST","Fall","2010"
"Bla",2.621997961801,"SST","Fall","2010"
"NDF",3.30201164921007,"SST","Fall","2010"
"NDS",3.30201164921007,"SST","Fall","2010"
"Tri",6.51286839939132,"SST","Fall","2010"
"Mir",5.46029884508339,"SST","Fall","2010"
"NsF",6.43031926791477,"SST","Fall","2010"
"BDO",6.89970023818034,"SST","Fall","2010"
"ScB",7.99408539753838,"SST","Fall","2010"
"Mus",7.41046263503087,"SST","Fall","2010"
"GeB",8.09844928711898,"SST","Fall","2010"
"M514",7.99298379773791,"SST","Fall","2010"
"7iA",-1.19715348578727,"SST","Winter","2010"
"Ste",-0.661734371067683,"SST","Winter","2010"
"InB",-1.66653778090889,"SST","Winter","2010"
"NsS",-1.5855769680833,"SST","Winter","2010"
"Lab",-1.69106137223035,"SST","Winter","2010"
"Bla",-1.69699399709833,"SST","Winter","2010"
"NDF",-1.59434759554256,"SST","Winter","2010"
"NDS",-1.59434759554256,"SST","Winter","2010"
"Tri",-1.21435942186116,"SST","Winter","2010"
"Mir",-1.5400386416406,"SST","Winter","2010"
"NsF",-1.50817998948648,"SST","Winter","2010"
"BDO",-0.740034127403119,"SST","Winter","2010"
"ScB",0.446258980134225,"SST","Winter","2010"
"Mus",0.0827088331035576,"SST","Winter","2010"
"GeB",1.23257993043267,"SST","Winter","2010"
"M514",1.23554217654601,"SST","Winter","2010"
"7iA",3.02507535097853,"SST","Spring","2011"
"Ste",1.40195696583926,"SST","Spring","2011"
"InB",5.96042902584791,"SST","Spring","2011"
"NsS",7.06152091164506,"SST","Spring","2011"
"Lab",0.305232805164487,"SST","Spring","2011"
"Bla",0.65404946666166,"SST","Spring","2011"
"NDF",0.716233045979692,"SST","Spring","2011"
"NDS",0.716233045979692,"SST","Spring","2011"
"Tri",2.41547442278968,"SST","Spring","2011"
"Mir",4.14342220819955,"SST","Spring","2011"
"NsF",6.18945003282652,"SST","Spring","2011"
"BDO",2.54391540557516,"SST","Spring","2011"
"ScB",5.94460334146567,"SST","Spring","2011"
"Mus",4.6466890077855,"SST","Spring","2011"
"GeB",6.07261237607872,"SST","Spring","2011"
"M514",7.27899600830017,"SST","Spring","2011"
"7iA",9.8388394222076,"SST","Summer","2011"
"Ste",11.3583815246668,"SST","Summer","2011"
"InB",15.0804110903334,"SST","Summer","2011"
"NsS",16.3804397427171,"SST","Summer","2011"
"Lab",5.9895914082081,"SST","Summer","2011"
"Bla",8.54793509840229,"SST","Summer","2011"
"NDF",7.66994720302085,"SST","Summer","2011"
"NDS",7.66994720302085,"SST","Summer","2011"
"Tri",9.17003700222386,"SST","Summer","2011"
"Mir",13.2279720400916,"SST","Summer","2011"
"NsF",16.1698451946582,"SST","Summer","2011"
"BDO",12.3078461733142,"SST","Summer","2011"
"ScB",14.5410374218125,"SST","Summer","2011"
"Mus",11.2543556518083,"SST","Summer","2011"
"GeB",13.9932125986521,"SST","Summer","2011"
"M514",15.1177004592524,"SST","Summer","2011"
"7iA",3.58162540681579,"SST","Fall","2011"
"Ste",3.2530444371428,"SST","Fall","2011"
"InB",3.91413189198215,"SST","Fall","2011"
"NsS",5.3543573699627,"SST","Fall","2011"
"Lab",0.86116005681661,"SST","Fall","2011"
"Bla",1.58763441072202,"SST","Fall","2011"
"NDF",3.03408841305381,"SST","Fall","2011"
"NDS",3.03408841305381,"SST","Fall","2011"
"Tri",6.39250415949015,"SST","Fall","2011"
"Mir",5.77051386420393,"SST","Fall","2011"
"NsF",6.28624613020045,"SST","Fall","2011"
"BDO",7.2152326689673,"SST","Fall","2011"
"ScB",8.41547377666278,"SST","Fall","2011"
"Mus",8.06763023125027,"SST","Fall","2011"
"GeB",9.05169830747922,"SST","Fall","2011"
"M514",9.15256607117009,"SST","Fall","2011"
"7iA",-0.966388959491472,"SST","Winter","2011"
"Ste",-0.488512103171132,"SST","Winter","2011"
"InB",-1.67344446292736,"SST","Winter","2011"
"NsS",-1.58108968700779,"SST","Winter","2011"
"Lab",-1.45278621243514,"SST","Winter","2011"
"Bla",-1.36178126138931,"SST","Winter","2011"
"NDF",-0.874367349078277,"SST","Winter","2011"
"NDS",-0.874367349078277,"SST","Winter","2011"
"Tri",0.567219581487995,"SST","Winter","2011"
"Mir",-1.29876240110088,"SST","Winter","2011"
"NsF",-1.47190272195493,"SST","Winter","2011"
"BDO",-0.246645488306278,"SST","Winter","2011"
"ScB",0.380734919779379,"SST","Winter","2011"
"Mus",1.01590366050746,"SST","Winter","2011"
"GeB",2.16204939420768,"SST","Winter","2011"
"M514",1.13644268720066,"SST","Winter","2011"
"7iA",5.12228244681779,"SST","Spring","2012"
"Ste",3.2775861697306,"SST","Spring","2012"
"InB",8.65990489800525,"SST","Spring","2012"
"NsS",10.0716489880574,"SST","Spring","2012"
"Lab",0.839387327481119,"SST","Spring","2012"
"Bla",1.96692814324979,"SST","Spring","2012"
"NDF",1.79460740039238,"SST","Spring","2012"
"NDS",1.79460740039238,"SST","Spring","2012"
"Tri",3.60239989633061,"SST","Spring","2012"
"Mir",6.39168880459724,"SST","Spring","2012"
"NsF",9.02366551026719,"SST","Spring","2012"
"BDO",4.76340794092996,"SST","Spring","2012"
"ScB",9.21275944037455,"SST","Spring","2012"
"Mus",6.85264101214291,"SST","Spring","2012"
"GeB",9.56092682258544,"SST","Spring","2012"
"M514",10.8418559930148,"SST","Spring","2012"
